arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
src/supervision/utils/image.py,funcao,_establish_grid_size,4,11,9,18,15,27,46.0537,105.486,3.2727,345.2271,19.1793,0.0352
src/supervision/utils/image.py,funcao,_negotiate_grid_size,4,8,5,10,12,15,32.0,53.7744,2.5,134.4361,7.4687,0.0179
src/supervision/utils/image.py,funcao,_generate_tiles,3,6,5,8,9,13,20.2647,41.209,2.0,82.4181,4.5788,0.0137
src/supervision/utils/image.py,funcao,_draw_texts,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
src/supervision/utils/image.py,funcao,_prepare_default_titles_anchors,4,9,6,12,13,18,36.5293,66.6079,2.6667,177.6211,9.8678,0.0222
src/supervision/utils/image.py,funcao,_merge_tiles_elements,2,6,5,8,8,13,17.5098,39.0,1.3333,52.0,2.8889,0.013
src/supervision/utils/image.py,funcao,_generate_color_image,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
src/supervision/utils/internal.py,funcao,format_warning,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/internal.py,funcao,warn_deprecated,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/internal.py,funcao,deprecated_parameter,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
src/supervision/utils/internal.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/internal.py,funcao,__get__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/internal.py,funcao,get_instance_variables,3,7,5,7,10,12,24.4064,39.8631,1.5,59.7947,3.3219,0.0133
src/supervision/utils/iterables.py,funcao,create_batches,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/iterables.py,funcao,fill,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
src/supervision/utils/iterables.py,funcao,find_duplicates,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/logger.py,funcao,_get_logger,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
src/supervision/utils/notebook.py,funcao,plot_image,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/notebook.py,funcao,plot_images_grid,6,13,7,14,19,21,63.6155,89.2065,3.2308,288.2055,16.0114,0.0297
src/supervision/utils/video.py,funcao,from_video_path,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
src/supervision/utils/video.py,funcao,resolution_wh,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,__enter__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,write_frame,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/video.py,funcao,__exit__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/video.py,funcao,_mux_audio,4,7,4,8,11,12,27.6515,41.5132,2.2857,94.8873,5.2715,0.0138
src/supervision/utils/video.py,funcao,_validate_and_setup_video,5,10,9,16,15,25,44.8289,97.6723,4.0,390.6891,21.7049,0.0326
src/supervision/utils/video.py,funcao,get_video_frames_generator,6,9,7,12,15,19,44.0391,74.2309,4.0,296.9237,16.4958,0.0247
src/supervision/utils/video.py,funcao,_reader_thread,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,_writer_thread,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/video.py,funcao,_drain_and_cleanup,3,5,4,6,8,10,16.3645,30.0,1.8,54.0,3.0,0.01
src/supervision/utils/video.py,funcao,_mux_audio_if_needed,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,_total_frames,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
src/supervision/utils/video.py,funcao,_start_workers,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,_setup_progress_bar,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
src/supervision/utils/video.py,funcao,_process_frames,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/video.py,funcao,run,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,process_video,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,fps,5,7,5,8,12,13,31.2611,46.6045,2.8571,133.1558,7.3975,0.0155
src/supervision/utils/video.py,funcao,tick,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/video.py,funcao,reset,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/validators/__init__.py,funcao,_validate_xyxy,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
src/supervision/validators/__init__.py,funcao,validate_xyxy,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/validators/__init__.py,funcao,_validate_mask,6,14,8,15,20,23,68.8127,99.4043,3.2143,319.514,17.7508,0.0331
src/supervision/validators/__init__.py,funcao,validate_mask,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/validators/__init__.py,funcao,_validate_class_id,5,9,5,9,14,14,40.139,53.303,2.5,133.2574,7.4032,0.0178
src/supervision/validators/__init__.py,funcao,validate_class_id,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/validators/__init__.py,funcao,_validate_confidence,5,9,5,9,14,14,40.139,53.303,2.5,133.2574,7.4032,0.0178
src/supervision/validators/__init__.py,funcao,validate_confidence,0,0,0,0,0,0,0,0,0,0,0,0
